Id,SalePrice
1461,126321.797935
1462,159137.131712
1463,190746.078311
1464,187986.182696
1465,186531.012197
1466,168981.018978
1467,165144.228707
1468,163272.153553
1469,184096.978101
1470,127756.049696
1471,212555.508224
1472,94913.701462
1473,103341.723085
1474,148397.611987
1475,129729.345299
1476,410474.754012
1477,274318.598045
1478,307529.052379
1479,291258.281373
1480,489301.165899
1481,305840.037694
1482,216499.286834
1483,166077.507699
1484,171704.517385
1485,171894.544131
1486,179915.665657
1487,350251.984024
1488,236186.91022
1489,189752.353072
1490,192688.012251
1491,179693.509158
1492,81248.9199301
1493,194378.471836
1494,285105.139216
1495,265019.729127
1496,228014.56863
1497,147669.265634
1498,161755.652165
1499,151848.698843
1500,135550.681099
1501,168346.817745
1502,141793.108557
1503,313054.225512
1504,227624.696461
1505,205614.530125
1506,176446.448201
1507,218199.955725
1508,187879.184194
1509,158860.031437
1510,140660.222034
1511,136834.580343
1512,159811.337143
1513,139704.659387
1514,189099.109701
1515,202603.03238
1516,162232.411385
1517,165181.201503
1518,127049.783716
1519,211483.239543
1520,130599.934596
1521,130745.680727
1522,166622.014703
1523,111764.271406
1524,121184.640374
1525,119545.644491
1526,128209.05516
1527,101465.136268
1528,134163.598866
1529,144033.056433
1530,181081.761775
1531,131706.826653
1532,115314.396272
1533,167770.876896
1534,116533.067543
1535,161022.239115
1536,109326.890829
1537,89015.0572323
1538,179400.544138
1539,204503.44027
1540,100057.182633
1541,147577.637152
1542,135726.107006
1543,217627.183911
1544,66171.9172543
1545,116192.480278
1546,125049.29332
1547,145034.301315
1548,137406.129859
1549,112597.347746
1550,136222.965723
1551,126261.592937
1552,147670.440888
1553,153190.368523
1554,109175.218997
1555,166532.450006
1556,82470.3435514
1557,85055.6123426
1558,79065.2145545
1559,88419.4193928
1560,141392.327234
1561,129652.049448
1562,130070.399478
1563,123432.739885
1564,155920.966575
1565,151294.217472
1566,234852.298721
1567,62530.9567266
1568,226668.930894
1569,132616.467997
1570,129901.058257
1571,123346.27879
1572,143753.321782
1573,273088.836008
1574,111510.799659
1575,228013.833108
1576,220049.086586
1577,199572.483191
1578,145474.449832
1579,148717.534365
1580,189086.848626
1581,152426.110925
1582,129215.391563
1583,320524.449405
1584,219394.333488
1585,138180.557205
1586,78345.1656136
1587,97477.9843622
1588,146630.442538
1589,103299.163592
1590,134056.057117
1591,92754.1272104
1592,119257.2608
1593,124364.28429
1594,133636.520032
1595,107251.701322
1596,218038.04361
1597,183482.246513
1598,182922.536568
1599,196309.660791
1600,198422.082757
1601,71400.5560569
1602,105559.406017
1603,88395.8421261
1604,284786.061237
1605,232706.923707
1606,164044.36055
1607,147464.581646
1608,222121.761328
1609,187811.323352
1610,150811.735895
1611,148170.295709
1612,172784.411079
1613,171029.236266
1614,124712.976261
1615,91359.7745458
1616,72791.0018748
1617,95284.6800735
1618,126946.680024
1619,138564.836304
1620,142394.685197
1621,131945.488136
1622,138621.35348
1623,332765.782771
1624,190946.825522
1625,129902.734769
1626,163740.796009
1627,185254.96898
1628,274437.296852
1629,174906.594455
1630,395150.96316
1631,222851.467054
1632,239278.794227
1633,167699.525582
1634,183852.017136
1635,172804.461995
1636,149455.629584
1637,193411.692474
1638,214126.60604
1639,181005.014433
1640,261103.532105
1641,171721.55193
1642,213987.138419
1643,216716.111762
1644,215932.760967
1645,178797.033857
1646,151166.480613
1647,163990.859111
1648,128778.131242
1649,139670.336525
1650,121489.090785
1651,123562.830323
1652,97359.8640241
1653,91697.2094893
1654,150573.270477
1655,158385.797474
1656,141777.477979
1657,151406.131718
1658,140404.750754
1659,138181.570487
1660,148268.76005
1661,463575.251276
1662,432739.152116
1663,383255.695571
1664,454579.655699
1665,314194.928791
1666,359685.31553
1667,403141.785701
1668,346988.001106
1669,308016.82627
1670,356660.722344
1671,243706.583499
1672,476936.780482
1673,309854.112283
1674,237853.923279
1675,187895.776349
1676,181951.649524
1677,220648.603283
1678,472930.477126
1679,388782.497917
1680,311747.361531
1681,270554.510111
1682,290793.222876
1683,171894.069082
1684,171985.380203
1685,169472.307139
1686,168200.012212
1687,165834.510053
1688,180227.437746
1689,184666.724938
1690,178696.358113
1691,173579.582047
1692,259296.020535
1693,167262.07906
1694,177497.401454
1695,161105.954673
1696,265425.724183
1697,181993.260977
1698,363579.794013
1699,297945.289678
1700,234675.078297
1701,249292.359092
1702,267132.489547
1703,249004.871988
1704,314914.996572
1705,233007.397785
1706,489548.379559
1707,206802.688826
1708,208040.582655
1709,316215.819844
1710,225180.951443
1711,242179.690865
1712,279376.346212
1713,264367.341592
1714,203954.151272
1715,190686.232203
1716,199420.0228
1717,175888.328187
1718,132372.874265
1719,186008.515996
1720,239644.878315
1721,174981.872323
1722,139120.409239
1723,159934.000199
1724,210140.647631
1725,230471.874661
1726,167639.273909
1727,148740.796312
1728,178923.328771
1729,155986.612529
1730,151819.556188
1731,115956.804053
1732,129459.870521
1733,117451.444119
1734,126626.26462
1735,133393.470659
1736,115851.437916
1737,350983.366828
1738,202945.940577
1739,260819.376636
1740,193920.196407
1741,190464.214967
1742,161329.175125
1743,164099.705016
1744,311093.969808
1745,197343.941624
1746,217168.291688
1747,214021.089601
1748,205147.42038
1749,150327.181325
1750,132984.298195
1751,238232.570669
1752,120749.470705
1753,145468.386079
1754,203488.538925
1755,164420.927202
1756,138266.004064
1757,124711.342379
1758,146035.051218
1759,167039.936578
1760,168822.324123
1761,150234.756685
1762,173327.410182
1763,175081.081249
1764,104887.20899
1765,167752.10233
1766,162553.775615
1767,200616.136595
1768,142850.531146
1769,185685.63101
1770,142884.658602
1771,130691.827001
1772,136891.503654
1773,131026.906788
1774,135536.358525
1775,130957.839417
1776,120525.31469
1777,114741.483638
1778,134642.504915
1779,113770.130127
1780,178528.430576
1781,127730.522944
1782,92156.9627687
1783,140945.073071
1784,94992.7855856
1785,109641.66906
1786,155012.5814
1787,163774.528405
1788,39963.4658706
1789,108503.602523
1790,82310.4597007
1791,175311.994334
1792,150586.668064
1793,138371.349081
1794,147592.060691
1795,135497.232063
1796,112687.127073
1797,114769.214223
1798,121321.007285
1799,112657.711897
1800,120642.925142
1801,130846.881228
1802,144907.447135
1803,151995.181992
1804,139612.288496
1805,137347.401072
1806,114595.406924
1807,125035.738509
1808,125899.957731
1809,120840.708509
1810,151080.495041
1811,102413.88171
1812,90743.3071201
1813,127655.414133
1814,93597.512934
1815,42213.174369
1816,100537.085876
1817,121878.472227
1818,163213.545612
1819,106023.545022
1820,54495.043741
1821,110776.562373
1822,150148.818939
1823,50509.1695626
1824,116117.504631
1825,123695.806813
1826,96577.8900993
1827,105588.093779
1828,135815.110412
1829,128247.876262
1830,144313.107923
1831,185323.572112
1832,69394.658468
1833,150317.592093
1834,121109.489469
1835,137927.499067
1836,128055.753883
1837,98338.4655757
1838,125475.366026
1839,86682.9920828
1840,139204.241583
1841,134754.041198
1842,64224.8761176
1843,146102.952818
1844,134127.965702
1845,139753.665975
1846,158018.27729
1847,167609.101169
1848,42266.5893436
1849,113330.10038
1850,122128.705739
1851,163149.556905
1852,126765.281516
1853,128060.098049
1854,171494.545467
1855,143100.292627
1856,201365.154699
1857,181700.716326
1858,131228.98025
1859,114781.824683
1860,146104.763612
1861,116118.077099
1862,305707.47776
1863,304624.597106
1864,304624.597106
1865,339826.187381
1866,352048.262334
1867,262544.299682
1868,327363.425549
1869,202972.897613
1870,241877.740791
1871,254862.163258
1872,164937.435452
1873,219359.36976
1874,146081.681938
1875,211379.367111
1876,188487.36937
1877,218341.090115
1878,190270.249002
1879,128259.105723
1880,135029.512684
1881,222494.252424
1882,246101.608114
1883,179077.097311
1884,197215.713099
1885,273978.667929
1886,323184.934883
1887,217027.441961
1888,296149.915887
1889,148898.44783
1890,119452.690957
1891,134554.730044
1892,117284.289491
1893,124440.919758
1894,126786.826535
1895,150156.854366
1896,130643.316802
1897,124876.220236
1898,116595.622973
1899,132638.771124
1900,134039.737123
1901,166560.425935
1902,131899.623826
1903,198313.88398
1904,129724.425004
1905,169308.575429
1906,175275.715472
1907,195847.293433
1908,111524.901877
1909,131122.219246
1910,117645.251005
1911,216723.903167
1912,285169.678213
1913,151512.40349
1914,66803.7049895
1915,308783.382114
1916,68029.8110344
1917,243736.525447
1918,140471.978066
1919,159837.85734
1920,160956.969317
1921,447111.525553
1922,317896.303844
1923,212768.140838
1924,212462.458836
1925,206063.071809
1926,390296.623163
1927,133285.519184
1928,166766.399678
1929,129847.270885
1930,127471.00318
1931,146217.33581
1932,135114.413774
1933,167879.099036
1934,185323.649772
1935,170523.873469
1936,186954.262596
1937,182108.759209
1938,174000.697686
1939,236773.574073
1940,179565.284989
1941,174162.613864
1942,177663.266993
1943,230078.149014
1944,357088.521057
1945,357872.655297
1946,162171.030161
1947,333136.008519
1948,199981.160254
1949,231267.828037
1950,178683.690147
1951,263978.447253
1952,203018.189334
1953,157952.735595
1954,199969.653947
1955,132275.695825
1956,287953.060329
1957,153083.592987
1958,299253.333765
1959,126223.531243
1960,117256.547901
1961,115076.074702
1962,101415.522605
1963,113983.698523
1964,113559.431261
1965,136922.271306
1966,154008.375608
1967,280987.541109
1968,453094.041379
1969,378945.706046
1970,454244.961347
1971,437408.383391
1972,402551.996358
1973,265756.443061
1974,322777.223742
1975,476831.168065
1976,264817.207823
1977,354954.2471
1978,373220.033604
1979,326660.651791
1980,189208.540877
1981,373351.283109
1982,240333.855831
1983,220928.399637
1984,154373.718965
1985,212354.551356
1986,195754.733139
1987,171389.962204
1988,169837.100113
1989,179410.065828
1990,209823.647556
1991,274352.785074
1992,208861.54236
1993,166595.531768
1994,259230.229414
1995,180831.499561
1996,246209.53111
1997,327422.047638
1998,370949.885495
1999,242285.34974
2000,308100.653
2001,225209.373038
2002,234266.051751
2003,254417.566404
2004,249486.42722
2005,227373.364386
2006,224746.164213
2007,241040.26562
2008,204145.889175
2009,176322.555582
2010,184205.35495
2011,133992.908472
2012,173797.135889
2013,172860.554838
2014,174633.460353
2015,189420.780374
2016,181324.433281
2017,182370.755605
2018,119538.030638
2019,143814.835928
2020,108577.934699
2021,115874.256565
2022,178383.616061
2023,129364.700186
2024,239373.565275
2025,393561.076161
2026,159747.718409
2027,136387.831123
2028,157528.734971
2029,162652.473659
2030,280799.645834
2031,269843.515608
2032,280211.403872
2033,274747.275758
2034,158799.621147
2035,197667.059959
2036,184315.381492
2037,198499.373784
2038,298464.23198
2039,211828.117555
2040,394155.702209
2041,266650.797414
2042,188991.975807
2043,166673.266396
2044,161941.559722
2045,200517.342368
2046,129278.145084
2047,145455.884332
2048,135311.301221
2049,126554.167709
2050,179286.713493
2051,101556.493265
2052,126445.798043
2053,145313.145472
2054,80176.1781505
2055,153245.677328
2056,126315.264619
2057,112582.601974
2058,229619.37504
2059,127841.568311
2060,157075.066821
2061,181308.532359
2062,129998.30537
2063,105214.850688
2064,140710.794562
2065,123642.072568
2066,163532.490539
2067,110250.058131
2068,140382.014449
2069,75262.4139923
2070,104812.243214
2071,87677.31524
2072,135840.347076
2073,145027.545116
2074,188033.847992
2075,146351.437519
2076,131947.73887
2077,144269.086773
2078,121222.115038
2079,134921.100555
2080,110759.761245
2081,116188.785012
2082,121704.083265
2083,137888.066373
2084,105872.382918
2085,118820.945595
2086,145852.249906
2087,126128.273161
2088,94044.0313486
2089,68077.3696664
2090,127826.513789
2091,117561.962632
2092,133111.473608
2093,121157.027463
2094,133602.091768
2095,145771.577122
2096,75235.9506897
2097,95002.6944907
2098,152873.235495
2099,56415.2031942
2100,92623.9952424
2101,108244.222242
2102,139723.793155
2103,96998.1342158
2104,140167.340499
2105,120558.479751
2106,79215.8985285
2107,233942.286046
2108,113680.516931
2109,111488.616509
2110,124759.387328
2111,159724.909578
2112,128215.023568
2113,119424.165723
2114,115536.312803
2115,160211.098677
2116,126171.034245
2117,147352.235869
2118,119955.483038
2119,105042.43656
2120,106832.401845
2121,91467.3432358
2122,100013.246639
2123,90620.7132801
2124,184208.397375
2125,139016.006658
2126,134996.015321
2127,151669.223828
2128,126118.278846
2129,101065.743753
2130,145293.464143
2131,161961.591728
2132,116911.379511
2133,118902.54491
2134,117224.032666
2135,98715.2026104
2136,60863.9952924
2137,107779.581956
2138,133941.092456
2139,152919.414888
2140,136572.280409
2141,144556.02699
2142,121938.001319
2143,142431.327816
2144,122848.494759
2145,132884.999169
2146,163922.966313
2147,139467.480825
2148,136660.278428
2149,157379.758488
2150,192914.068692
2151,123548.730237
2152,201804.864751
2153,158294.383615
2154,101338.966958
2155,137812.134999
2156,246633.865291
2157,228840.122368
2158,231964.991195
2159,213128.037657
2160,169841.072247
2161,245302.202773
2162,432536.643982
2163,341163.037643
2164,241561.236879
2165,176886.393031
2166,149157.678973
2167,228742.336657
2168,187815.034436
2169,184643.205834
2170,202123.980144
2171,142617.972425
2172,148845.362157
2173,150698.008594
2174,219890.236181
2175,305530.833733
2176,342199.226012
2177,237942.110549
2178,198972.955814
2179,137557.47951
2180,213900.638962
2181,186535.984254
2182,226323.958852
2183,196309.996378
2184,131153.242692
2185,125014.859208
2186,148142.849587
2187,147686.127541
2188,155946.108281
2189,219647.025223
2190,78720.5429396
2191,71647.8323854
2192,83305.6396591
2193,113857.808045
2194,113519.956327
2195,105830.779022
2196,99915.8990421
